,名称,类别,申报单位,保护单位
1088,河北梆子,扩展项目,北京市河北梆子剧团,北京市河北梆子剧团有限责任公司
1089,河北梆子,扩展项目,天津河北梆子剧院,天津河北梆子剧院
1090,豫剧,新增项目,河南省,河南省非物质文化遗产保护和智慧化中心
1091,豫剧（桑派）,扩展项目,河北省邯郸市,邯郸市东风剧团
1092,豫剧,扩展项目,新疆生产建设兵团,新疆生产建设兵团豫剧团
1093,宛梆,新增项目,河南省内乡县,内乡县宛梆艺术传承保护中心
1094,怀梆,新增项目,河南省沁阳市,沁阳市怀梆艺术保护传承中心
1095,大平调,新增项目,河南省濮阳县,濮阳县大平调艺术保护传承中心
1096,大平调,新增项目,河南省滑县,滑县大平调剧团
1097,大平调,新增项目,河南省延津县,延津县大平调艺术传承保护中心
1098,大平调,扩展项目,山东省东明县,东明县地方戏曲非遗保护传承中心
1099,大平调,扩展项目,山东省菏泽市牡丹区,菏泽市牡丹区大平调非遗保护传承中心
1100,大平调,扩展项目,山东省成武县,成武县文化馆
1101,大平调,扩展项目,河南省浚县,浚县大平调传承保护中心
1102,越调,新增项目,河南省周口市,河南省越调艺术保护传承中心
1103,越调,扩展项目,河南省许昌市,许昌市戏曲艺术发展中心（许昌市越调艺术保护传承中心）
1104,越调,扩展项目,河南省邓州市,邓州市越调剧团
1105,越调 ,扩展项目,湖北省谷城县 ,谷城县文化馆
1106,京剧,新增项目,北京市,北京京剧院
1107,京剧,新增项目,天津市,天津京剧院
1108,京剧,新增项目,辽宁省,沈阳市公共文化服务中心（沈阳市文化演艺中心）
1109,京剧,新增项目,上海市,上海京剧院
1110,京剧,新增项目,山东省,山东省京剧院
1111,京剧,新增项目,中国京剧院,中国京剧院
1112,京剧,扩展项目,湖北省京剧院,湖北省京剧院
1113,京剧,扩展项目,江苏省演艺集团,江苏省演艺集团有限公司
1114,京剧,扩展项目,江苏省淮安市,江苏省长荣京剧院
1115,徽剧,新增项目,安徽省,安徽省徽京剧院
1116,徽剧,新增项目,安徽省黄山市,黄山市徽剧院（黄山市艺术研究所）
1117,徽剧,新增项目,江西省婺源县,婺源县徽剧传习所
1118,汉剧,新增项目,湖北省武汉市,武汉汉剧院
1119,汉调二簧,新增项目,陕西省安康市,安康市群众艺术馆
1120,汉调二簧,扩展项目,湖北省竹溪县,竹溪县山二黄剧种保护传承展演中心
1121,泰宁梅林戏,新增项目,福建省泰宁县,泰宁县梅林戏艺术传承保护中心
1122,闽西汉剧,新增项目,福建省龙岩市,龙岩市汉剧传习中心
1123,巴陵戏,新增项目,湖南省岳阳市,岳阳市巴陵戏传承研究院
1124,荆河戏,新增项目,湖南省澧县,澧县荆河剧院
1125,荆河戏,扩展项目,湖北省荆州市,荆州市群众艺术馆（荆州市艺术研究所）
1126,粤剧,新增项目,广东省文化厅,广东粤剧院
1127,粤剧,新增项目,广东省广州市,广州文学艺术创作研究院
1128,粤剧,新增项目,广东省佛山市,佛山粤剧传习所（佛山市粤剧院）
1129,粤剧,新增项目,香港特别行政区民政事务局,香港特别行政区政府文化体育及旅游局
1130,粤剧,新增项目,澳门特别行政区文化局,澳门特别行政区政府文化局
1131,粤剧 ,扩展项目,广东省吴川市,吴川市粤剧南派艺术传承中心
1132,粤剧 ,扩展项目,广西壮族自治区南宁市 ,南宁市民族文化艺术研究院（南宁市戏剧院、南宁市非物质文化遗产保护中心）
1133,桂剧,新增项目,广西壮族自治区,广西壮族自治区戏剧院
1134,宜黄戏,新增项目,江西省宜黄县,宜黄县文化馆
1135,乱弹,新增项目,浙江省台州市,浙江台州乱弹剧团
1136,乱弹,新增项目,浙江省浦江县,浦江县文化馆
1137,乱弹（威县乱弹）,扩展项目,河北省威县,威县文化馆（威县美术馆）
1138,乱弹（诸暨西路乱弹）,扩展项目,浙江省诸暨市,诸暨市博物馆
1139,乱弹（南岩乱弹） ,扩展项目,河北省高邑县 ,高邑县万城乡南岩乱弹剧团
1140,石家庄丝弦,新增项目,河北省石家庄市,石家庄市丝弦剧团
1141,雁北耍孩儿,新增项目,山西省大同市,大同市北路梆子和耍孩剧种保护传习中心
1142,灵丘罗罗腔,新增项目,山西省灵丘县,灵丘县罗罗腔剧种传习中心
1143,柳子戏,新增项目,山东省,山东省柳子戏艺术保护传承中心（山东省柳子剧团）
1144,柳子戏,扩展项目,河南省清丰县,清丰县柳子戏艺术传承中心
1145,大弦戏,新增项目,河南省滑县,滑县大弦戏剧团
1146,大弦戏,新增项目,河南省濮阳县,濮阳县大弦戏艺术保护传承中心
1147,大弦戏,扩展项目,山东省菏泽市,菏泽市地方戏曲传承研究院
1148,闽剧,新增项目,福建省福州市,福州闽剧艺术传承发展中心
1149,寿宁北路戏,新增项目,福建省寿宁县,寿宁县北路戏保护传承中心
1150,西秦戏,新增项目,广东省海丰县,海丰县西秦戏艺术传承中心
1151,高甲戏,新增项目,福建省泉州市,泉州市高甲戏传承中心（泉州市高甲戏剧团、泉州市打城戏传承中心、泉州市打城戏传习所）
1152,高甲戏,新增项目,福建省厦门市,厦门市金莲陞高甲剧团
1153,高甲戏（柯派）,扩展项目,福建省晋江市,晋江市高甲柯派表演艺术中心
1154,碗碗腔（孝义碗碗腔）,新增项目,山西省孝义市,孝义市碗碗腔剧团演出有限公司
1155,碗碗腔（曲沃碗碗腔）,扩展项目,山西省曲沃县,曲沃县晋韵碗碗腔演艺有限责任公司
1156,碗碗腔（渭南碗碗腔）,扩展项目,陕西省渭南市临渭区,渭南市临渭区文化馆
1157,四平调,新增项目,河南省商丘市,商丘市梁园区四平调艺术研究中心
1158,四平调,新增项目,河南省濮阳市,范县四平调艺术传播研究中心
1159,四平调,扩展项目,山东省金乡县,金乡县公共文化服务中心（金乡县文化馆、金乡县图书馆）
1160,四平调,扩展项目,山东省成武县,成武县四平调保护传承中心
1161,四平调 ,扩展项目,安徽省砀山县 ,砀山县文化馆
1162,评剧,新增项目,天津市宝坻区,天津市宝坻区文化馆（天津市宝坻区文化遗产保护中心、天津市宝坻区青少年活动中心）
1163,评剧,新增项目,河北省滦南县,滦南县“冀东文艺三枝花”研究保护中心
1164,评剧,新增项目,辽宁省沈阳市,沈阳市公共文化服务中心（沈阳市文化演艺中心）
1165,评剧,扩展项目,北京市中国评剧院,中国评剧院有限责任公司，北京刘秀荣评剧团
1166,评剧,扩展项目,天津评剧院,天津评剧院
1167,评剧,扩展项目,河北省石家庄市,石家庄市评剧院一团
1168,评剧,扩展项目,辽宁省沈阳市和平区,沈阳市和平区文化创意产业发展协会
1169,评剧,扩展项目,黑龙江省评剧院,黑龙江省评剧艺术中心
1170,武安平调落子,新增项目,河北省武安市,武安市文化馆
1171,越剧,新增项目,上海市,上海越剧艺术传习所（上海越剧院）
1172,越剧,新增项目,浙江省,嵊州市越剧艺术保护传承中心
1173,越剧（尹派）,扩展项目,福建省芳华越剧团,福建省芳华越剧团
1174,沪剧,新增项目,上海市,上海沪剧艺术传习所（上海沪剧院）
1175,苏剧,新增项目,江苏省苏州市,苏州市苏剧传习保护中心
1176,扬剧,新增项目,江苏省扬州市,扬州市扬剧研究所
1177,扬剧,扩展项目,江苏省演艺集团扬剧团,江苏省演艺集团有限公司
1178,扬剧,扩展项目,江苏省镇江市,镇江市艺术剧院
1179,庐剧,新增项目,安徽省合肥市,合肥市庐剧院有限公司
1180,庐剧,新增项目,安徽省六安市,六安市皖西演艺传媒有限公司
1181,庐剧（东路庐剧）,扩展项目,安徽省和县,和县庐剧团有限责任公司
1182,楚剧,新增项目,湖北省,湖北省戏曲艺术剧院有限责任公司
1183,楚剧 ,扩展项目,湖北省孝感市 ,孝感市群众艺术馆（孝感市非物质文化遗产保护中心）
1184,荆州花鼓戏,新增项目,湖北省潜江市,湖北省花鼓戏艺术研究院（湖北省实验花鼓剧院）
1185,黄梅戏,新增项目,安徽省安庆市,安庆市黄梅戏（地方戏曲）研究院
1186,黄梅戏,新增项目,湖北省黄梅县,黄梅县黄梅戏剧院
1187,黄梅戏,扩展项目,安徽省黄梅戏剧院,安徽省黄梅戏剧院
1188,黄梅戏,扩展项目,湖北省,湖北省戏曲艺术剧院有限责任公司
1189,商洛花鼓,新增项目,陕西省商洛市,商洛市地方戏曲研究院
1190,泗州戏,新增项目,安徽省宿州市,安徽省宿州市泗州戏剧团
1191,泗州戏,新增项目,安徽省蚌埠市,安徽省泗州戏剧院有限责任公司
1192,泗州戏,扩展项目,江苏省泗洪县,泗洪县泗州戏剧团
1193,柳琴戏,新增项目,山东省枣庄市,枣庄市柳琴戏保护传承中心（枣庄市艺术剧院）
1194,柳琴戏,扩展项目,江苏省徐州市,徐州演艺集团有限公司
1195,柳琴戏,扩展项目,山东省临沂市,临沂市柳琴戏传承保护中心
1196,歌仔戏,新增项目,福建省漳州市,漳州市歌仔戏（芗剧）传承保护中心
1197,歌仔戏,新增项目,福建省厦门市,厦门歌仔戏研习中心
1198,采茶戏（赣南采茶戏）,新增项目,江西省赣州市,赣南艺术创作研究所
1199,采茶戏（桂南采茶戏）,新增项目,广西壮族自治区博白县,博白县文化馆
1200,采茶戏,扩展项目,湖北省阳新县,阳新采茶戏传承中心
1201,采茶戏（高安采茶戏）,扩展项目,江西省高安市,高安市文化馆
1202,采茶戏（抚州采茶戏）,扩展项目,江西省抚州市临川区,临川区抚州采茶戏传习所
1203,采茶戏（粤北采茶戏）,扩展项目,广东省韶关市,韶关市粤北采茶戏保护传承中心（韶关市粤北采茶戏剧院）
1204,采茶戏（吉安采茶戏）,扩展项目,江西省吉安市,吉安市采茶歌舞剧院
1205,五音戏,新增项目,山东省淄博市,淄博市五音戏艺术传承保护中心（淄博市五音戏剧院）
1206,茂腔,新增项目,山东省高密市,高密市艺术剧院
1207,茂腔,新增项目,山东省胶州市,胶州市文化服务中心
1208,茂腔,扩展项目,山东省青岛市黄岛区,青岛市黄岛区茂腔艺术传承中心
1209,曲剧,新增项目,河南省,河南省曲剧艺术保护传承中心
1210,曲子戏（敦煌曲子戏）,新增项目,甘肃省敦煌市,敦煌市文化馆
1211,曲子戏（华亭曲子戏）,新增项目,甘肃省华亭县,华亭市文化馆（华庭市美术馆）
1212,曲子戏,扩展项目,新疆生产建设兵团,新疆生产建设兵团第六师五家渠市文化体育广电和旅游局
1213,曲子戏,扩展项目,甘肃省白银市,白银市白银区文化馆
1214,曲子戏（民勤曲子戏）,扩展项目,甘肃省武威市民勤县,民勤县文化馆
1215,秧歌戏（隆尧秧歌戏）,新增项目,河北省隆尧县,隆尧县文化馆
1216,秧歌戏（定州秧歌戏）,新增项目,河北省定州市,定州市文化馆
1217,秧歌戏（朔州秧歌戏）,新增项目,山西省朔州市,朔州市朔城区大秧歌传承研究中心（朔州市朔城区大秧歌剧团）
1218,秧歌戏（繁峙秧歌戏）,新增项目,山西省繁峙县,繁峙县秧歌剧团
1219,秧歌戏（蔚县秧歌）,扩展项目,河北省蔚县,蔚县文化馆
1220,秧歌戏（祁太秧歌）,扩展项目,山西省祁县,祁县文化馆
1221,秧歌戏（祁太秧歌）,扩展项目,山西省太谷县,太谷县文化馆
1222,秧歌戏（襄武秧歌）,扩展项目,山西省襄垣县,襄垣县非物质文化遗产保护协会
1223,秧歌戏（襄武秧歌）,扩展项目,山西省武乡县,武乡县文化馆（武乡县美术馆）
1224,秧歌戏（壶关秧歌）,扩展项目,山西省壶关县,壶关县人民艺术剧团
1225,秧歌戏（泽州秧歌）,扩展项目,山西省泽州县,泽州县文化馆
1226,秧歌戏（沁源秧歌）,扩展项目,山西省长治市沁源县,沁源县文化馆
1227,道情戏（晋北道情戏）,新增项目,山西省右玉县,右玉县晋北道情剧团演出有限公司
1228,道情戏（临县道情戏）,新增项目,山西省临县,临县道情研究中心（吕梁市文化艺术中心）
1229,道情戏（太康道情戏）,新增项目,河南省太康县,太康县道情艺术保护传承中心
1230,道情戏（蓝关戏）,新增项目,山东省莱州市,莱州市文化馆
1231,道情戏（陇剧）,新增项目,甘肃省,甘肃省陇剧院
1232,道情戏（洪洞道情）,扩展项目,山西省洪洞县,洪洞县文化馆
1233,道情戏（沾化渔鼓戏）,扩展项目,山东省沾化县,滨州市沾化区非物质文化遗产保护传承中心（中国沾化渔鼓戏剧团）
1234,道情戏（神池道情戏）,扩展项目,山西省神池县,神池县文化旅游产业服务中心
1235,道情戏（商洛道情戏）,扩展项目,陕西省商洛市,商洛市地方戏曲研究院
1236,哈哈腔,新增项目,河北省清苑县,保定市清苑区哈哈腔剧团
1237,哈哈腔,新增项目,河北省青县,青县哈哈腔戏剧协会
1238,二人台,新增项目,河北省康保县,康保县文化馆
1239,二人台,新增项目,山西省河曲县,河曲县宣传事务中心
1240,二人台,新增项目,内蒙古自治区呼和浩特市,呼和浩特民族演艺集团二人台艺术研究剧院有限公司
1241,二人台,扩展项目,陕西省府谷县,府谷县文化馆
1242,二人台（东路二人台）,扩展项目,内蒙古自治区乌兰察布市,乌兰察布市民族艺术剧院
1243,二人台,扩展项目,内蒙古自治区包头市土默特右旗,土默特右旗文化馆
1244,白字戏,新增项目,广东省海丰县,海丰县白字戏艺术传承中心
1245,花朝戏,新增项目,广东省紫金县,紫金县花朝戏传承发展中心
1246,彩调,新增项目,广西壮族自治区,广西壮族自治区戏剧院
1247,灯戏（梁山灯戏）,新增项目,重庆市梁平县,重庆市梁平区文化遗产保护中心
1248,灯戏（川北灯戏）,新增项目,四川省南充市,南充市非物质文化遗产保护中心
1249,灯戏,扩展项目,湖北省恩施市,恩施市非物质文化遗产保护传承展演中心
1250,花灯戏（思南花灯戏）,新增项目,贵州省思南县,思南县文化馆
